id,text
110,15991 1317 ， 4198 14131 28648 13470 13688 10922 19047 26568 16575 881 11259 19121 19121 8194 26526 24586 22160 4939 17997 9192 ， 29956 4529 26568 26564 85 11259 8147 29003 15098 17997 9192 9283 5111
111,25131 20781 13178 24540 21326 19013 726 27145 25682 ， 29296 6762 20244 26366 21534 2103 4198 3470 3144 20781 13178 ， 10647 25277 7558 4004 22382 14232 4397 1396 16230 9755 26313 8513 ， 4004 22382 14232 25284 27427 25682 18970 29555 1317 979 8194 12960 26669 929 19328 18970 29555
112,14764 13462 14501 27454 14547 1951 27893 11732 20788 15469 19328 8146 10674 21534 8679 29179 4198 104 23084 ， 14501 27454 15562 16825 14501 16122 6635 4969 6653 14364 14684 19328 22131 10039 15847 235 2545 4198 20060 26336 233 2103 16328 8251 1396 27357 ， 6285 16325 14501 14547 28648 2224 9023 15647 9043 9043 13470 1823 15469 12202 23516 10300 26417 2738 14547 14501 27454 19121 15469 29277 14501 27454 15562 16825 14501 16122 6635 4969 22131 10039 15847 10922 26669 21092 14547 14501 27454 19121 15469 6200 14684 3756 12567 3291 29498 14501 8146 1225 1938 12640 26366 14501 27454 15562 16825 6200 14501 15562 1225 ， 14501 16122 10723 15562 6200 14501 27454 1317 14547 14501 16122 15886 7906 15469 ， 5144 1317 14547 16122 15886 15469 1225 25284 20414 12202 23516 14547 28648 2224 9023 15647 9043 9043 13470 1823 15469 7661 28109 ， 11100 21004 14501 27454 1317 16614 ， 10551 24053 4054 14547 11206 25597 274 1317 15469 929 14501 27454 15562 16825 2281 16825 15847 10922 7269 26669 14547 14501 27454 19121 15469 10449 9043 ， 19121 5609 15439 14547 3262 2124 16157 15469 15439 23503 11760 24808 22737 8895 16276 14034 29179 4198 23832 19052 24808 11342 8194 25398 29627 23619 7661 28109 15912 1823 28438 15707 14950 21870 14547 14501 14244 15469 ， 22705 28964 29212 14547 28705 13712 13882 9981 10300 16045 8282 4397 13374 14501 27454 23052 5697 19121 2494 4054 15469
113,10935 20817 14232 7230 8808 ， 25483 19121 20097 28614 28491 2281 17701 17062 25368 752 15647 13447 4274 13778 9925 13462 14950
114,4039 11732 25219 3001 8644 25585 25157 16122 24073 2124 16157 21004 2224 19226 13994 ， 4039 11732 25219 3001 2617 1317 10879 10935 26934 3696 8750 11342 26336 21949 3662 23259 8565 11121 30181 749 21655 14455 ， 28874 1826 8189 24586 2066 19269 2124 16977 29003 4039 11732 25219 3001 21949 3662 23259
115,20097 28648 8146 104 23084 1317 ， 3848 2910 15647 25133 26568 979 929 16328 2103 8679 17281 10620 8194 16456 25572 4397 23349 26526 15337 20097 10539 11526
116,1258 10449 19339 2628 ， 25483 19121 17281 18600 16037 27370 16328 17525 10811 12459 19339 25504 19897 25257 24199 2738 20163 ， 22705 22447 10893 2281 28136 20531 9601 12248 19340 10449 26328 13767 27370 233 233
117,104 23084 23316 1586 ， 10893 28648 ， 25483 4198 3848 4438 2106 17861 15043 13462 14950 2502 5933 9672 14847 561 10204 5697 9672 14847 24058 8773 20714 22737 12153 28682 10238 20163 2502 5933 9672 15991 28503 21473 23953 29628 23259 2090 22542 8513 17281 17861 26564 13489
118,6809 14684 3291 29498 2124 27700 2199 20923 19654 28648 29525 16328 8679 233 233 4198 12459 12446 8718 10879 396 11766 11160 22382 3970 16328 1845 4198 24583 15318 3292 15419 16648 12248 9043 27063 ， 5368 4397 233 16328 274 1602 5609 5697 23635 28025 27095 14868 ， 25212 20097 233 17525 23904 8414 23588
119,28332 13462 19121 24053 24583 9283 5111 23598 5697 23259 13470 9023 19121 3011 561 10204 24058 8773 13462 14950 25368 752 16157 2281 625 15107 11296 23832 27067 20060 10658 ， 28332 13462 24583 13178 4054 14547 10449 4772 10449 16825 15469 9601 19121 8513 28648 24058 561 13462 14950 24073 12846 24007 7481 15316 8327 24583 1451 104 22131
120,15912 1396 16328 233 8679 ， 28332 28860 2124 16157 25986 26154 24965 1826 29057 11342 3095 2738 10937 15185 15927 274 4397 3262 ， 2797 9601 5292 11160 17401 24965 10274 17144 1396 2747 18483 10446 8679 8073 25277
121,25483 19121 4685 19121 12235 25130 26059 13839 6884 16276 25257 24583 2106 20163 274 26336 4685 30208 27370 233 1845 29498 4004 22382 14232 29555 929 16037 27370 16328 2103 28525 12248 25504 17281 14547 4471 12520 15469 13839 17281 28109 2922
122,9601 8147 7493 26154 1292 929 25483 8147 20097 5602 19052 11703
123,19636 10645 15707 26526 9805 10238 20163 ， 12052 16157 26526 24586 7481 2281 233 1845 4198 6527 15707 3262 2124 ， 10551 760 7661 19121 16328 2103 8679 27357 2281 16572 20097 23349 26526 17281 10026 27308 12052 14018 26669 3848 19855 28332 2910
124,2281 3644 28025 4054 4641 29065 16337 14764 13462 28136 20531 26754 17281 1826 13337 25473 25682 ， 14728 4053 5697 10647 8100 7230 8808 4054 4004 9601 2281 14950 19339 5697 19339 28543 12672 22410 13462 14950 17281 17861 26564 13489
125,8100 28136 9210 19078 15707 14950 979 14477 14485 4299 3696 22410 22007 4198 8147 979 141 30241 1292 929 9538 27322 27151 26526 ， 20850 4004 8100 24058 11414 2281 8067 7232 9192 16640 9192 23832 19052 1292 17997 30096 30241 1292 17062 20715 19328 9019 7052 8100 9043 28136 20531
126,29179 8679 27653 ， 12772 12590 2281 27700 25585 13355 ， 25483 19121 26307 18947 12163 8224 13343 4274 14489 25843 3218 4767 15647 6653 23904 17227 26096 3249 23832 19052 220 4197 13489 17281 25483 14489 396 2446 8194 17799
127,15912 10723 10300 10658 233 8679 233 8251 4198 ， 27762 6380 2797 26307 18947 12075 16337 1242 28503 2106 10039 ， 28503 29207 16856 979 16456 3844 20693 15506 9498 23904 29057 2545 23308 25130 10879 20559 5091 24073 ， 18496 26336 27762 6380 2797 17281 28503 21473 10411 6517 12567 19551 8766 10723 24073
128,233 21534 4198 ， 648 8224 26307 18947 12113 1662 8718 25427 15465 25483 19121 2281 14131 26568 15707 10127 17281 9601 5420 10723 24073 29401 10922 13306 25442 ， 8100 8147 19897 23635 22131 ， 10449 697 25483 19121 13621 22014 19339 28943 ， 29732 749 8194 2281 9601 5420 17081 4139 24053 12567
129,9601 4534 1775 18602 28874 2106 10039 29498 14547 1258 3144 28503 17080 12772 13343 1394 8194 1943 ， 929 4198 14131 12567 25945 13535 19269 11414 979 25672 17281 10300 25504 15469
130,648 8224 28648 2224 9023 21534 4198 19897 24583 2106 2617 1053 ， 6203 29649 19121 3011 2124 16157 17281 26154 749
131,6312 4898 16542 10238 25284 3240 7800 29627 15107 12163 8224 13343 17281 1292 12248
132,4004 22382 14232 19121 30100 28503 21473 3844 24586 8194 28461 26748 28860 25572 6494 9428 10922 10647 1317 ， 2281 6762 29731 21694 10879 9023 23598 17281 14684 27370 233 233 21857 21534 487 11819 25504 10596 26725 28313 15301 4054 19047 11513 10723 24073 17281 24007 9379 1602 23897
133,15682 22382 9671 9428 2281 26725 8414 4004 22382 14232 8100 104 4685 17482 1989 104 13839 24199 9531 10300 1317 29498 14547 29555 8766 1826 26669 17281 13535 ， 233 2103 16328 15766 1396 5933 19052 21092 4438 8137 23953 5368 25682 ， 8766 9810 18947 17281 23192 24569 16456 24007 19604 13569 21004 4767 15469
134,10893 25682 979 11402 ， 28503 17080 27013 6189 6353 979 25716 15912 10723 5609 20983 1292 929 10042 19642 17861 20048 27700 17170 10723 17281 8266 30181 2066 14950
135,11259 19121 26307 18947 28109 2281 10531 4274 14489 25843 3218 4767 15647 6653 23904 17227 26096 3249 10647 26366 14131 8679 16328 17525 4198 27322 233 2103 4198 2281 1602 29538 23832 19052 29038 10636 3144 396 2446 8194 1943
136,20015 20244 11160 27013 9023 22737 16614 6180 3848 2910 16122 10063 18067 2545 20447 26336 ， 19897 16572 20097 23415 22014 4355 6437
137,4898 15991 10449 21871 28332 13462 19121 15303 4938 ， 25483 19121 19121 12235 7906 16802 28503 21473 3844 24586 8194 13535 1258 10449 8808 12790 17281 19429 9979 25504 16051
138,4274 10893 12772 10300 ， 9023 23598 2281 2124 20244 21853 10063 4324 9428 10723 16640 9192 30241 27700 10723 9192 30241 16122 10723 16640 9192 5697 27700 9925 20458 25130 10879 16640 9192 17281 19433 13613 12459 18417 2628 9023 4470 5933 26313 19339 8258 27 28018
139,11259 28332 2199 104 23084 1317 ， 12614 14131 14123 17018 1396 1845 8679 25257 3827 12772 14489 25843 28648 1938 26729 22475 29936 2281 1602 29538 12772 9601 19121 28648 22737 927 3712 23832 19052 8194 1943
140,14547 28705 13712 16325 20448 4873 ， 648 17401 20244 9410 3254 26307 8750 25427 15465 10893 3144 16648 12248 9043 27063 13916 14684 1781 12855 13778 17170 14232 9090 24058 8773 5697 12091 14523 ， 7230 8808 13778 979 8194 368 1744 3292 15419 14684 20508 16575 23544 15469
141,9601 28614 26568 24058 4274 21473 13114 21534 2103 12235 7906 29322 23259 1451 24053 13462 14950 ， 2281 14131 24360 16542 8194 ， 9601 28614 9963 28332 13462 25483 19121 4767 10238 28136 10039 4054 17170 26366 23025 4873 23025 23259 2738 30181 2337 17281 1845 10811 2281 13613 2090 13470
142,12075 16337 1242 28503 25284 16614 6180 23308 25130 10879 4299 25085 17857 4397 14949 2124 3844 24586 8194 17281 2990 8266
143,7661 19121 5697 20448 16542 25130 19897 24199 9273 4054 13767 27370 21534 1845 11732 ， 12772 12590 929 2797 7710 17861 5697 24583 15707 25504 20163 8208 26694 8 7442 24583 2106 726 21748 25398 29627
144,5346 22542 13114 29525 14764 13462 104 23084 6266 15991 14501 27454 14547 9601 10300 12459 9755 104 15469 16328 16328 4198 104 23084 ， 14501 14547 19052 27013 16157 22737 15469 10133 28392 18244 17018 6200 16328 16328 1225 4198 10922 5239 20781 13178 14547 11160 20428 15469 26307 19644
145,25716 11206 24766 22131 19226 4685 22542 13114 10300 104 13839 24808 11342 ， 19910 23452 17281 3110 25284 13535 14547 25203 18785 26336 28461 ， 16188 1082 26336 23121 15469 ， 7442 25203 18785 25504 2545 20097 14547 3110 25284 25203 18785 30241 3240 7800 5216 28648 15469 29956 1317
146,21534 12331 13767 27370 21534 1845 19339 25504 9601 ， 16037 9815 24583 15318 15842 25504 9043 3494 12021 20726 396 3144
147,12075 16337 1242 28503 5697 27013 18451 24469 23904 21853 26568 24058 10937 24053 16614 6180 18067 2545 25483 19121 23259 10874 ， 7442 27878 27762 6380 2797 8146 10674 929 25483 19121 17281 104 23084 3682 23926 30249 22410
148,104 23084 1317 ， 4198 14131 19654 10922 25203 28503 9148 20565 21004 4767 19047 11513 19121 12235 19654 10922 25203 28503 16456 24007 ， 25585 7230 29555 929 9601 19121 29832 21326 28648 ， 28874 1116 21618 8266 3262 929 3328 24670 26328
149,15912 14051 ， 20447 205 27091 3218 4767 2124 16157 28648 20097 16542 25398 10039 10411 11342 27151 26526 29207 28084 23372 17281 21004 274
150,10449 1390 23132 274 17281 11444 83 4767 9614 23904 24586 2281 4685 8149 10063 10300 104 13839 10937 24053 24583 28109 ， 1826 15465 12163 8224 13343 20097 9979 16572 2446 ， 26096 2281 10647 25483 19121 4772 26313 10786 25504
151,19641 13170 1292 929 8189 16328 15766 4198 2281 27363 23651 13657 5669 9979 5697 6316 8194 10922 16614 6180 24445 20185 1292 929
152,2797 9601 ， 30096 3844 8194 5697 14547 28109 8137 9023 15469 11766 14950 26669 4054 25473 23397 14547 47 12153 27013 19436 3064 2455 28109 8137 2224 18132 15469 17281 2106 9007 ， 7442 14547 19052 27013 16157 15469 25284 2617 1317 14547 16542 30096 12459 28394 5233 10760 23468 25585 22705 19269 17227 10935 5037 240 15469
153,9210 18529 9601 17281 14501 27454 13767 27370 16328 29179 27893 19339 8258 25504 14501 8100 854 24586 23980 1222 ， 29956 25473 12153 803 9680 17568 5933 13767 27370 16328 29179 27893 ， 9963 2281 26366 14501 8100 21655 4585 17281 25504 2990 23904 24586 15301 16430 5084 12872 3218 25085 30241 25682 25024 5574 24111 4397 14131 30327 26059 4767 ， 14547 16456 3218 25085 22275 4397 24540 10300 19339 24007 15469
154,28503 17080 23520 10636 396 1938 24583 13337 15647 6653 14950 2738 ， 2281 25483 19121 14018 26669 25682 6527 15707 4397 3262 16328 16328 10446 19121 12235 23468 25585 17281 1862 17701 1602 20328 20089 26856 5602 9810 23349 749 6200 5120 21473 22410 4274 5933 8209 1862 17701 1602 20328 20089 26856 5602 9810 23349 749 ， 27369 28685 1951 28685 28685 1225
155,15991 27762 6380 2797 26307 18947 12196 15098 3636 ， 27762 6380 2797 26307 18947 12075 16337 1242 28503 15912 14051 4274 15360 29731 9428 23832 19052 4054 14142 13846 8194 1943
156,10935 6832 22382 9043 25682 1826 15465 27168 23150 1292 929 8189 5697 22311 19395 12640 10879 26307 18947 7247 20693 14232 15647 6653 17281 8766 19121 27168 23150 21720 24007 22721 21738 19551 20866
157,15682 29731 14823 2106 10039 ， 14950 26336 21092 4438 19121 12235 ， 13700 28461 10639 24053 20791 17281 19551 18319 561 10204 30241 8641 15316 5609 28461 28461 22197 ， 27878 1292 929 25203 7469 28461 22197
158,15912 17060 21114 4106 8126 8222 6832 12163 16337 12163 9531 25483 10300 ， 6832 12163 16337 12163 12153 979 7875 29555 25483 19121 14208 16045 26336 18319 3240 7800 4054
159,233 8679 4198 14131 4274 3848 2910 17281 24058 8773 13462 14950 23349 749 19897 10647 15318 30327
160,5609 28461 15439 23904 3262 5120 16614 6180 10937 13178 21694 19319 17281 17857 7158 104 22131 ， 22705 1826 26669 ， 2281 26307 18947 13535 8322 1742 21371 29842 2124 9210 14684 1781 12855 929 15475 803 2705 15707 1451 24053 8808 12790 17281 26694 8 10922 ， 21694 19319 22705 16572 20097 26336 12163 8224 13343 24053 20431
161,25212 20097 25483 19121 854 24586 2106 10039 ， 9601 19121 3240 7800 4054 25483 19121 19654 8100 5119 7257 12052 8679 9531 26694 19910 23452 17281 8222 85
162,26694 29498 20429 19636 9498 29627 884 9601 4004 2281 17227 23669 19121 12235 5697 10922 19654 13462 14950 2990 16133 24670 26328 11160 17281 13462 14950 ， 12153 28682 17227 23669 19121 12235 5697 10922 19654 13462 14950 2990 16133 17281 24583 1451 4529 2169
163,25483 19121 14018 26669 4685 9601 6653 21209 10063 13839 10647 1730 7158 10446 23904 7052 929 233 16328 16598 23796 17281 9737 20060 27321 15318 10449 10446 17861 16542 15098 3682 23468 9672
164,29296 28648 2224 9023 2281 2617 1053 9601 28874 16614 6180 2910 19948 5697 20089 26856 14547 10238 20163 24199 2738 27700 2545 25986 5697 25585 7230 21092 20097 2545 25986 15469 12567 11020 2545 4004 22382 14232 ， 22705 8644 29296 6762 20244 21004 21450 8100 9043 12170 12846
165,4004 8147 27506 25398 25483 3848 2455 10206 3844 1823 21720 15991 7915 14232 2199 16328 8679 233 8251 4198 104 23084 ， 28332 13462 19121 28503 8750 8194 233 29179 4198 29555 25483 19121 26564 85 4159 24053 17281 4990 28709 8194 26526 11100 16456 9963 3844 11160 23146 16856 1823 21720 10238 20163 28332 13462 2617 1053
166,8766 10723 24073 17281 19654 8100 15647 6653 23904 7230 8808 ， 1258 3144 28136 20531 13535 25483 19121 5697 16122 10063 2910 19121 5933 19052 5697 11371 8137 13462 14950 17281 10449 9023 625
167,22410 929 6316 8194 2410 21853 14547 23394 13712 979 29541 12657 3328 15469 17281 27432 12248 ， 5890 6762 30104 23475 6259 8202 19816 979 2568 4054 ， 26366 13535 9351 2568 21357 17281 4428 10588 ， 1730 21357 14547 25085 19642 10723 15469 929 1116 27969 9979 6837 18785 ， 29547 21243 24714 25945 17281 3328 20097 13882 9981 26694 8
168,16328 8679 16328 1845 4198 ， 17861 5451 13657 27013 12196 23832 19052 24583 13178 8194 ， 8126 8222 17861 5451 16542 19934 12553 15785 22737 30241 15305 13343 3145 5112 21871 25658 26307 1826 13337 17988 23355 2240 23316 1586 4054 1938 5602 10026 27308
169,14547 25483 19121 29956 28776 15469 1317 ， 23052 5697 15439 2281 23468 26526 16157 2832 20097 1242 9672 26748 1390 ， 20850 9672 274 23052 5697 15439 23468 26526 24586 25257 2106 10039 1292 929 12163 8224 13343 20781 13178 4990 28709 13994 9007
170,13778 10238 28084 29207 16337 2106 10039 ， 15506 9498 25585 26313 10893 7052 5091 29584 17281 26154 749 11766 29732 16247 23347 2484 12369 8139 24457 14949 2124 ， 5120 26417 13535 2281 4685 23052 12772 30100 17954 21209 10063 13839 17281 26564 85 29956 12052
171,2281 14131 8679 233 4198 26096 18754 14018 26669 4685 9601 6653 21209 10063 13839 25682 ， 25483 19121 25257 1317 10539 11526 4299 25085 2281 10879 19855 9023 23598 30096 17170 9601 4938 6653 13995
172,14684 3291 29498 25483 28332 2199 19654 28648 29525 17525 8679 233 233 4198 12459 4004 22382 14232 26307 18947 13343 1394 4198 4529 2106 10039 ， 25483 19121 14018 26669 4685 9601 6653 21209 10063 13839 13535 26336 4054 9210 19078 27700 17281 6653 13995
173,10160 14232 4275 21692 8251 8679 16328 21534 4198 26725 8414 25483 19121 8146 10674 24199 9531 10300 25398 29627 10935 14232 6762 10922 28136 14547 10937 5602 26797 15469
174,10893 3144 28136 20531 10647 2281 25585 25130 23743 8718 10879 25157 8067 9023 19654 13447 30241 28109 14684 16856 14150 19654 8100 17170 10723 28682 2797 29547 8100 9043 5084 12872 30181 21326 9601 5933 19052
175,26336 4054 20559 6837 1258 12331 10026 27308 ， 233 2103 16328 17525 1396 17525 8679 ， 235 23926 27013 12196 24053 23532 22160 12248 3049 16977 13489 20060 10821 ， 26564 85 16542 19934 22986 23953 20060 10821 11444 274 17515 ， 10647 3049 16977 13489 20060 10821 23978 20565 2281 28648
176,25483 19121 5697 4198 14131 17281 9601 17441 27013 12196 11766 8641 15316 19641 13170 ， 5420 1394 26568 24058 3240 7800 4054 5091 18455 8147 22410 26336 17918 25576 8266 30181 25473 24199 29003 17281 2124 8139 19052 15707
177,25483 19121 4529 19121 13470 17337 10539 16856 29731 9410 6762 4925 27091 8503 4198 9963 25398 29627 12163 8224 13343 14018 26669 4685 9601 6653 21209 10063 13839 17281 26154 749 ， 1317 1258 13535 14547 10148 12029 13343 1394 17281 22325 19938 15469
178,7442 10922 19047 30016 ， 2281 396 3144 25157 10026 16410 28109 28136 29541 9601 ， 25585 25157 25157 22737 25585 28109 9410 8149 4324 17401 16614 6180 20791 22993 3110 12567 17281 4767 15562 9283 5111 ， 20265 25203 5540 10449 21209 4397 14131 1938 929 4368 2115 30241 24418 1341 9601 17441 22253 16883 17281 13613 16825
179,9672 28438 10300 4529 ， 12640 4898 21243 21243 8456 19826 2281 14489 25843 23832 19052 17281 10620 8194 4198 4938 8194 1943 ， 28329 18970 396 16337
180,13537 29731 29940 9428 12772 10300 1826 26669 ， 29296 6762 20244 3240 7800 8644 4004 22382 14232 21004 21450 24583 15707 25504 ， 10647 240 2286 10449 10446 19269 11414 16542 17281 13657 26754 22705 21552 8414 21481 726 17861 17281 24058 8773 5037 240
181,16856 9428 22382 9428 2106 10039 29498 14547 5192 19433 29212 26694 ， 4004 8147 4767 23926 29627 884 28705 13712 17281 5475 19948 26336 2502 5933 23308 25130 10879 26694 8 4767 9614 19121 3011 8194 26526 17281 23832 19052 25473 12960 17281 25563 24007 15469
182,233 2103 16328 18371 1396 1845 8679 16328 15766 4198 4873 16328 29179 4198 ， 3470 27700 25585 13355 12769 23774 1451 14364 9601 13516 12153 28682 19654 8100 17170 10723 ， 23832 27067 4054 11962 21857 26363 18600 14145 233 2103 16328 18371 29038 16328 233 24360 27700 25585 13355 19121 3011 19654 9043 30100 13470 1451 ， 1258 13535 10879 19855 3218 16542 15303 25117 17281 19654 9043 30100 13470 1451 8194 ， 979 20265 20097 1242 12235 30100 13470 13916 2090 5193 10750 27700 25585 13355 ， 7923 20097 233 2103 1242 23722 9019 19121 5119 7257 4529 5046 1451 10039 ， 28705 19121 17281 2103 1845 15766 16037 9815 7469 18430 5119 1845 21534 16328 25163 16853 12754 5119 19897 4529 5046 23468 3934
183,4685 6616 16825 26743 1126 9437 104 13839 104 23084 ， 12153 3519 6494 19121 12235 28503 21473 26307 1823 30241 5120 14547 28514 27722 12163 15469 8979 1222 ， 413 23404 9428 2286 1396 1845 8679 18529 18067 14654 23084 5219 11160 10879 ， 18496 18787 15927 24808 4472 21552 3240 7800 26313 8513
